condition,ds_name,loss,strong_model,weak_model,gt_fraction_requested,gt_fraction_actual,gt_seed,seed,lr,accuracy,run_dir
gt_only,boolq,logconf,gpt2-medium,gpt2,0.01,1.0,1,1,5e-05,0.6139492199449373,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.01,1.0,0,0,5e-05,0.6215968185989599,results/data/gt_only/001/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.01,1.0,2,2,5e-05,0.6188436830835118,results/data/gt_only/001/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.01,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/001/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.01,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/001/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.01,1.0,1,1,5e-05,0.6219027225451208,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.01,1.0,0,0,5e-05,0.6219027225451208,results/data/gt_only/001/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.01,1.0,2,2,5e-05,0.6215968185989599,results/data/gt_only/001/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.01,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/001/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.01,1.0,2,2,1e-05,0.6206791067604772,results/data/gt_only/001/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.01,1.0,1,1,5e-05,0.6197613949219944,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.01,1.0,0,0,5e-05,0.6197613949219944,results/data/gt_only/001/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.01,1.0,2,2,5e-05,0.6206791067604772,results/data/gt_only/001/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.01,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/001/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.01,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/001/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.01,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/001/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.01-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.05,1.0,1,1,5e-05,0.6157846436219028,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.05,1.0,0,0,5e-05,0.5955949831752829,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.05,1.0,2,2,5e-05,0.6219027225451208,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.05,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.05,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.05,1.0,1,1,5e-05,0.6163964515142245,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.05,1.0,0,0,5e-05,0.5910064239828694,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.05,1.0,2,2,5e-05,0.6212909146527991,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.05,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.05,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.05,1.0,1,1,5e-05,0.6219027225451208,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.05,1.0,0,0,5e-05,0.6209850107066381,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.05,1.0,2,2,5e-05,0.6219027225451208,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.05,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.05,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.05,1.0,1,1,5e-05,0.6212909146527991,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.05,1.0,0,0,5e-05,0.6200672988681554,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.05,1.0,2,2,5e-05,0.6206791067604772,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.05,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/005/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.05,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/005/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.05,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/005/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.05-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.1,1.0,1,1,5e-05,0.5650045885591924,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.1,1.0,0,0,5e-05,0.5974304068522484,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.1,1.0,2,2,5e-05,0.6056898133985928,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.1,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.1,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.1,1.0,1,1,5e-05,0.5754053227286632,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.1,1.0,0,0,5e-05,0.6075252370755583,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.1,1.0,2,2,5e-05,0.5913123279290303,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.1,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.1,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.1,1.0,1,1,5e-05,0.6219027225451208,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.1,1.0,0,0,5e-05,0.6176200672988682,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.1,1.0,2,2,5e-05,0.6212909146527991,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.1,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.1,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.1,1.0,1,1,5e-05,0.6225145304374426,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.1,1.0,0,0,5e-05,0.6206791067604772,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.1,1.0,2,2,5e-05,0.6185377791373509,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.1,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/010/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.1,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/010/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.1,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/010/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.1-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.25,1.0,1,1,5e-05,0.5946772713368003,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.25,1.0,0,0,5e-05,0.5959008871214438,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.25,1.0,2,2,5e-05,0.5766289385133069,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.25,1.0,1,1,1e-05,0.6200672988681554,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.25,1.0,0,0,1e-05,0.6225145304374426,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.25,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.25,1.0,1,1,5e-05,0.6090547568063628,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.25,1.0,0,0,5e-05,0.6007953502600184,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.25,1.0,2,2,5e-05,0.5836647292750077,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.25,1.0,1,1,1e-05,0.6139492199449373,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
